configuration	duplicate_family	resolved_versions	cargo_tree_status	principal_introducers_and_constraint_split	avoidability	disposition
all-features	rand_core	v0.6.4,v0.9.5,v0.10.1	active duplicate	v0.6.4 <- crypto-bigint@0.5.5 requires ^0.6.4 [optional], ed25519-dalek@2.2.0 requires ^0.6.4 [optional], elliptic-curve@0.13.8 requires ^0.6.4, ff@0.13.1 requires ^0.6, group@0.13.0 requires ^0.6, merlin@3.0.0 requires ^0.6, p521@0.13.3 requires ^0.6 [optional], password-hash@0.5.0 requires ^0.6.4 [optional], rand@0.8.7 requires ^0.6.0, rand_chacha@0.3.1 requires ^0.6.0, rdrand@0.8.3 requires ^0.6, rsa@0.9.10 requires ^0.6.4, signature@2.2.0 requires ^0.6.4 [optional], ssh-key-fork-arti@0.6.7 requires ^0.6.4 [optional], tor-llcrypto@0.44.0 requires ^0.6, x25519-dalek@2.0.1 requires ^0.6; v0.9.5 <- rand@0.9.5 requires ^0.9.0, rand_chacha@0.9.0 requires ^0.9.0; v0.10.1 <- chacha20@0.10.1 requires ^0.10 [optional], getrandom@0.4.3 requires ^0.10.0 [optional], rand@0.10.2 requires ^0.10.0, rand_chacha@0.10.0 requires ^0.10.0, rand_jitter@0.6.1 requires ^0.10.0, reseeding_rng@0.10.7 requires ^0.10, rustchan@1.3.0 requires ^0.10.1, tor-hsservice@0.44.0 requires ^0.10.1, tor-llcrypto@0.44.0 requires ^0.10.1, tor-proto@0.44.0 requires ^0.10.1	No - current crypto/RNG and Arti constraints	Keep: semver-incompatible generations are selected by Arti 0.44 and the modern direct crypto/RNG stack; revisit upstream only.
all-features	rcgen	v0.13.2,v0.14.8	active duplicate	v0.13.2 <- rustls-acme@0.15.3 requires ^0.13; v0.14.8 <- rustchan@1.3.0 requires ^0.14.8 [optional]	No - current TLS/PKI and Arti constraints	Keep: preserve both TLS backends and Arti 0.44; unification requires upstream rustls-acme/rcgen/x509/Arti convergence.
all-features	schemars	v0.9.0,v1.2.2	metadata-only optional split	v0.9.0 <- serde_with@3.21.0 requires ^0.9.0 [optional]; v1.2.2 <- serde_with@3.21.0 requires ^1.0.2 [optional]	No built duplicate - metadata-only optional split	Keep: Cargo metadata resolves both optional generations, but cargo tree confirms they are not simultaneously built in this configuration.
all-features	serde_spanned	v0.6.9,v1.1.1	active duplicate	v0.6.9 <- toml@0.8.23 requires ^0.6.9, toml_edit@0.22.27 requires ^0.6.9 [optional]; v1.1.1 <- toml@1.1.4+spec-1.1.0 requires ^1.1.1	No - current configuration/proc-macro constraints	Keep: direct toml 1.x and upstream figment/proc-macro paths require incompatible parser generations.
all-features	sha2	v0.10.9,v0.11.0	active duplicate	v0.10.9 <- ed25519-dalek@2.2.0 requires ^0.10, p256@0.13.2 requires ^0.10 [optional], p384@0.13.1 requires ^0.10 [optional], p521@0.13.3 requires ^0.10 [optional], rsa@0.9.10 requires ^0.10.6 [optional], ssh-encoding-fork-arti@0.2.0 requires ^0.10 [optional], ssh-key-fork-arti@0.6.7 requires ^0.10.8, tor-llcrypto@0.44.0 requires ^0.10.0; v0.11.0 <- rustchan@1.3.0 requires ^0.11.0	No - current crypto/RNG and Arti constraints	Keep: semver-incompatible generations are selected by Arti 0.44 and the modern direct crypto/RNG stack; revisit upstream only.
all-features	sha3	v0.10.9,v0.12.0	active duplicate	v0.10.9 <- k12@0.3.0 requires ^0.10.8, tor-llcrypto@0.44.0 requires ^0.10.6; v0.12.0 <- derive-deftly-macros@1.11.5 requires >=0.10, <0.13 [optional], rustchan@1.3.0 requires ^0.12.0	No - current crypto/RNG and Arti constraints	Keep: semver-incompatible generations are selected by Arti 0.44 and the modern direct crypto/RNG stack; revisit upstream only.
all-features	spki	v0.7.3,v0.8.0	active duplicate	v0.7.3 <- ecdsa@0.16.9 requires ^0.7.2 [optional], pkcs1@0.7.5 requires ^0.7, pkcs8@0.10.2 requires ^0.7.1, rsa@0.9.10 requires ^0.7.3; v0.8.0 <- x509-cert@0.3.0 requires ^0.8	No - current TLS/PKI and Arti constraints	Keep: preserve both TLS backends and Arti 0.44; unification requires upstream rustls-acme/rcgen/x509/Arti convergence.
all-features	strsim	v0.10.0,v0.11.1	active duplicate	v0.10.0 <- darling_core@0.14.4 requires ^0.10.0 [optional]; v0.11.1 <- clap_builder@4.6.2 requires ^0.11.1 [optional], darling_core@0.23.0 requires ^0.11.1 [optional]	No - current proc-macro/API constraints	Keep: independent derive/proc-macro consumers require incompatible generations; a lockfile-only update cannot unify them.
all-features	syn	v1.0.109,v2.0.119,v3.0.3	active duplicate	v1.0.109 <- amplify_derive@4.0.1 requires ^1.0.103, amplify_syn@2.0.1 requires ^1, darling_core@0.14.4 requires ^1.0.91, darling_macro@0.14.4 requires ^1.0.91, derive_builder_core_fork_arti@0.11.2 requires ^1.0.91, derive_builder_macro_fork_arti@0.11.2 requires ^1.0.91, educe@0.4.23 requires ^1; v2.0.119 <- asn1-rs-derive@0.5.1 requires ^2.0, asn1-rs-derive@0.6.0 requires ^2.0, asn1-rs-impl@0.2.0 requires ^2.0, blanket@0.3.0 requires ^2.0, curve25519-dalek-derive@0.1.1 requires ^2.0.27, darling_core@0.21.3 requires ^2.0.15, darling_core@0.23.0 requires ^2.0.15, darling_macro@0.21.3 requires ^2.0.15, darling_macro@0.23.0 requires ^2.0.15, der_derive@0.8.0 requires ^2, derive_more-impl@2.1.1 requires ^2.0.45, enum-ordinalize@3.1.15 requires ^2, enum_dispatch@0.3.13 requires ^2.0, enumset_derive@0.15.0 requires ^2, futures-macro@0.3.33 requires ^2.0.52, getset@0.1.7 requires ^2, jni-macros@0.22.4 requires ^2.0, jni-sys-macros@0.4.1 requires ^2, num_enum_derive@0.7.6 requires ^2, phf_macros@0.13.1 requires ^2, pin-project-internal@1.1.13 requires ^2.0.1, serde_with_macros@3.21.0 requires ^2.0.0, strum_macros@0.28.0 requires ^2.0, synstructure@0.13.2 requires ^2, thiserror-impl@1.0.69 requires ^2.0.87, tls_codec_derive@0.4.2 requires ^2, tracing-attributes@0.1.31 requires ^2.0, tracing-test-macro@0.2.6 requires ^2, visibility@0.1.1 requires ^2.0.0, wasm-bindgen-macro-support@0.2.126 requires ^2.0, windows-implement@0.60.2 requires ^2.0, windows-interface@0.59.3 requires ^2.0, yoke-derive@0.8.2 requires ^2.0.21, zerocopy-derive@0.8.55 requires ^2.0.46, zerofrom-derive@0.1.7 requires ^2.0.21, zeroize_derive@1.5.0 requires ^2, zerovec-derive@0.11.3 requires ^2.0.21; v3.0.3 <- async-trait@0.1.91 requires ^3, clap_derive@4.6.4 requires ^3.0.2, derive-deftly-macros@1.11.5 requires >=2.0.53, <4, displaydoc@0.2.7 requires ^3.0, ref-cast-impl@1.0.26 requires ^3, serde_derive@1.0.229 requires ^3, thiserror-impl@2.0.19 requires ^3, tokio-macros@2.7.2 requires ^3.0	No - current proc-macro/API constraints	Keep: independent derive/proc-macro consumers require incompatible generations; a lockfile-only update cannot unify them.
all-features	thiserror	v1.0.69,v2.0.19	active duplicate	v1.0.69 <- asn1-rs@0.6.2 requires ^1.0.25, async-web-client@0.6.3 requires ^1.0, postage@0.5.0 requires ^1.0, x509-parser@0.16.0 requires ^1.0.2; v2.0.19 <- arti-client@0.44.0 requires ^2, asn1-rs@0.7.2 requires ^2.0.0, fs-mistrust@0.15.0 requires ^2, fslock-guard@0.8.0 requires ^2, jni@0.22.4 requires ^2, pwd-grp@1.0.2 requires >=1, <3, redox_users@0.5.2 requires ^2.0, rsqlite-vfs@0.1.1 requires ^2.0.12, rustchan@1.3.0 requires ^2.0.19, rustls-acme@0.15.3 requires ^2, safelog@0.9.0 requires ^2, slotmap-careful@0.8.0 requires ^2, tor-async-utils@0.44.0 requires ^2, tor-basic-utils@0.44.0 requires ^2, tor-bytes@0.44.0 requires ^2, tor-cell@0.44.0 requires ^2, tor-cert@0.44.0 requires ^2, tor-chanmgr@0.44.0 requires ^2, tor-checkable@0.44.0 requires ^2, tor-circmgr@0.44.0 requires ^2, tor-config-path@0.44.0 requires ^2, tor-config@0.44.0 requires ^2, tor-consdiff@0.44.0 requires ^2, tor-dirclient@0.44.0 requires ^2, tor-dirmgr@0.44.0 requires ^2, tor-error@0.44.0 requires ^2, tor-general-addr@0.44.0 requires ^2, tor-guardmgr@0.44.0 requires ^2, tor-hsclient@0.44.0 requires ^2, tor-hscrypto@0.44.0 requires ^2, tor-hsservice@0.44.0 requires ^2, tor-key-forge@0.44.0 requires ^2, tor-keymgr@0.44.0 requires ^2, tor-linkspec@0.44.0 requires ^2, tor-llcrypto@0.44.0 requires ^2, tor-log-ratelim@0.44.0 requires ^2, tor-memquota@0.44.0 requires ^2, tor-netdir@0.44.0 requires ^2, tor-netdoc@0.44.0 requires ^2, tor-persist@0.44.0 requires ^2, tor-proto@0.44.0 requires ^2, tor-protover@0.44.0 requires ^2, tor-rtcompat@0.44.0 requires ^2, tor-rtmock@0.44.0 requires ^2, tor-socksproto@0.44.0 requires ^2, tor-units@0.44.0 requires ^2, tracing-appender@0.2.5 requires ^2, x509-parser@0.18.1 requires ^2.0	No - current proc-macro/API constraints	Keep: independent derive/proc-macro consumers require incompatible generations; a lockfile-only update cannot unify them.
all-features	thiserror-impl	v1.0.69,v2.0.19	active duplicate	v1.0.69 <- thiserror@1.0.69 requires =1.0.69; v2.0.19 <- thiserror@2.0.19 requires =2.0.19	No - current proc-macro/API constraints	Keep: independent derive/proc-macro consumers require incompatible generations; a lockfile-only update cannot unify them.
all-features	toml	v0.8.23,v1.1.4+spec-1.1.0	active duplicate	v0.8.23 <- figment@0.10.19 requires ^0.8 [optional]; v1.1.4+spec-1.1.0 <- rustchan@1.3.0 requires ^1.1.4, tor-config@0.44.0 requires ^1.0.3	No - current configuration/proc-macro constraints	Keep: direct toml 1.x and upstream figment/proc-macro paths require incompatible parser generations.
all-features	toml_datetime	v0.6.11,v1.1.1+spec-1.1.0	active duplicate	v0.6.11 <- toml@0.8.23 requires ^0.6.11, toml_edit@0.22.27 requires ^0.6.11; v1.1.1+spec-1.1.0 <- toml@1.1.4+spec-1.1.0 requires ^1.1.1, toml_edit@0.25.13+spec-1.1.0 requires ^1.1.1	No - current configuration/proc-macro constraints	Keep: direct toml 1.x and upstream figment/proc-macro paths require incompatible parser generations.
all-features	toml_edit	v0.22.27,v0.25.13+spec-1.1.0	active duplicate	v0.22.27 <- toml@0.8.23 requires ^0.22.27 [optional]; v0.25.13+spec-1.1.0 <- proc-macro-crate@3.5.0 requires ^0.25.0	No - current configuration/proc-macro constraints	Keep: direct toml 1.x and upstream figment/proc-macro paths require incompatible parser generations.
all-features	tower-http	v0.6.11,v0.7.0	active duplicate	v0.6.11 <- reqwest@0.13.4 requires ^0.6.8 [target=cfg(not(all(target_arch = "wasm32", any(target_os = "unknown", target_os = "none"))))]; v0.7.0 <- rustchan@1.3.0 requires ^0.7.0	No - current reqwest/direct constraints	Keep: reqwest requires tower-http 0.6 while RustChan uses 0.7; preserve the pure-Rust reqwest/TLS stack and revisit upstream.
all-features	webpki-roots	v0.26.11,v1.0.9	active duplicate	v0.26.11 <- async-web-client@0.6.3 requires ^0.26.0; v1.0.9 <- rustls-acme@0.15.3 requires ^1 [optional], webpki-roots@0.26.11 requires ^1	No - current TLS/PKI and Arti constraints	Keep: preserve both TLS backends and Arti 0.44; unification requires upstream rustls-acme/rcgen/x509/Arti convergence.
all-features	windows-sys	v0.52.0,v0.59.0,v0.60.2,v0.61.2	active duplicate	v0.52.0 <- ring@0.17.14 requires ^0.52 [target=cfg(all(all(target_arch = "aarch64", target_endian = "little"), target_os = "windows"))]; v0.59.0 <- rand_jitter@0.6.1 requires ^0.59 [target=cfg(target_os = "windows")]; v0.60.2 <- notify@8.2.0 requires ^0.60.1 [target=cfg(windows)]; v0.61.2 <- anstyle-query@1.1.5 requires >=0.60.2, <0.62 [target=cfg(windows)], anstyle-wincon@3.0.11 requires >=0.60.2, <0.62 [target=cfg(windows)], async-io@2.6.0 requires ^0.61 [target=cfg(windows)], dirs-sys@0.5.0 requires >=0.59.0 [target=cfg(windows)], errno@0.3.14 requires >=0.52, <0.62 [target=cfg(windows)], fslock-guard@0.8.0 requires ^0.61 [target=cfg(windows)], mio@1.2.2 requires ^0.61 [target=cfg(windows)], nu-ansi-term@0.50.3 requires >=0.59, <=0.61 [target=cfg(windows)], polling@3.11.0 requires ^0.61 [target=cfg(windows)], rustix@1.1.4 requires >=0.52, <0.62 [target=cfg(windows)], rustls-platform-verifier@0.7.0 requires >=0.52.0, <0.62.0 [target=cfg(windows)], schannel@0.1.29 requires ^0.61, socket2@0.6.5 requires >=0.60, <0.62 [target=cfg(windows)], tempfile@3.27.0 requires >=0.52, <0.62 [target=cfg(windows)], tokio@1.53.1 requires ^0.61 [target=cfg(windows); optional], winapi-util@0.1.11 requires >=0.48.0, <=0.61 [target=cfg(windows)]	No - current target-specific constraints	Keep: Windows-only upstream crates require incompatible windows-sys/windows-targets generations; revisit through upstream releases.
all-features	windows-targets	v0.52.6,v0.53.5	active duplicate	v0.52.6 <- windows-sys@0.52.0 requires ^0.52.0, windows-sys@0.59.0 requires ^0.52.6; v0.53.5 <- windows-sys@0.60.2 requires ^0.53.2	No - current target-specific constraints	Keep: Windows-only upstream crates require incompatible windows-sys/windows-targets generations; revisit through upstream releases.
all-features	windows_aarch64_gnullvm	v0.52.6,v0.53.1	active duplicate	v0.52.6 <- windows-targets@0.52.6 requires ^0.52.6 [target=aarch64-pc-windows-gnullvm]; v0.53.1 <- windows-targets@0.53.5 requires ^0.53.0 [target=aarch64-pc-windows-gnullvm]	No - current target-specific constraints	Keep: Windows-only upstream crates require incompatible windows-sys/windows-targets generations; revisit through upstream releases.
all-features	windows_aarch64_msvc	v0.52.6,v0.53.1	active duplicate	v0.52.6 <- windows-targets@0.52.6 requires ^0.52.6 [target=cfg(all(target_arch = "aarch64", target_env = "msvc", not(windows_raw_dylib)))]; v0.53.1 <- windows-targets@0.53.5 requires ^0.53.0 [target=cfg(all(target_arch = "aarch64", target_env = "msvc", not(windows_raw_dylib)))]	No - current target-specific constraints	Keep: Windows-only upstream crates require incompatible windows-sys/windows-targets generations; revisit through upstream releases.
all-features	windows_i686_gnu	v0.52.6,v0.53.1	active duplicate	v0.52.6 <- windows-targets@0.52.6 requires ^0.52.6 [target=cfg(all(target_arch = "x86", target_env = "gnu", not(target_abi = "llvm"), not(windows_raw_dylib)))]; v0.53.1 <- windows-targets@0.53.5 requires ^0.53.0 [target=cfg(all(target_arch = "x86", target_env = "gnu", not(target_abi = "llvm"), not(windows_raw_dylib)))]	No - current target-specific constraints	Keep: Windows-only upstream crates require incompatible windows-sys/windows-targets generations; revisit through upstream releases.
all-features	windows_i686_gnullvm	v0.52.6,v0.53.1	active duplicate	v0.52.6 <- windows-targets@0.52.6 requires ^0.52.6 [target=i686-pc-windows-gnullvm]; v0.53.1 <- windows-targets@0.53.5 requires ^0.53.0 [target=i686-pc-windows-gnullvm]	No - current target-specific constraints	Keep: Windows-only upstream crates require incompatible windows-sys/windows-targets generations; revisit through upstream releases.
all-features	windows_i686_msvc	v0.52.6,v0.53.1	active duplicate	v0.52.6 <- windows-targets@0.52.6 requires ^0.52.6 [target=cfg(all(target_arch = "x86", target_env = "msvc", not(windows_raw_dylib)))]; v0.53.1 <- windows-targets@0.53.5 requires ^0.53.0 [target=cfg(all(target_arch = "x86", target_env = "msvc", not(windows_raw_dylib)))]	No - current target-specific constraints	Keep: Windows-only upstream crates require incompatible windows-sys/windows-targets generations; revisit through upstream releases.
all-features	windows_x86_64_gnu	v0.52.6,v0.53.1	active duplicate	v0.52.6 <- windows-targets@0.52.6 requires ^0.52.6 [target=cfg(all(target_arch = "x86_64", target_env = "gnu", not(target_abi = "llvm"), not(windows_raw_dylib)))]; v0.53.1 <- windows-targets@0.53.5 requires ^0.53.0 [target=cfg(all(target_arch = "x86_64", target_env = "gnu", not(target_abi = "llvm"), not(windows_raw_dylib)))]	No - current target-specific constraints	Keep: Windows-only upstream crates require incompatible windows-sys/windows-targets generations; revisit through upstream releases.
all-features	windows_x86_64_gnullvm	v0.52.6,v0.53.1	active duplicate	v0.52.6 <- windows-targets@0.52.6 requires ^0.52.6 [target=x86_64-pc-windows-gnullvm]; v0.53.1 <- windows-targets@0.53.5 requires ^0.53.0 [target=x86_64-pc-windows-gnullvm]	No - current target-specific constraints	Keep: Windows-only upstream crates require incompatible windows-sys/windows-targets generations; revisit through upstream releases.
all-features	windows_x86_64_msvc	v0.52.6,v0.53.1	active duplicate	v0.52.6 <- windows-targets@0.52.6 requires ^0.52.6 [target=cfg(all(any(target_arch = "x86_64", target_arch = "arm64ec"), target_env = "msvc", not(windows_raw_dylib)))]; v0.53.1 <- windows-targets@0.53.5 requires ^0.53.0 [target=cfg(all(any(target_arch = "x86_64", target_arch = "arm64ec"), target_env = "msvc", not(windows_raw_dylib)))]	No - current target-specific constraints	Keep: Windows-only upstream crates require incompatible windows-sys/windows-targets generations; revisit through upstream releases.
all-features	winnow	v0.7.15,v1.0.4	active duplicate	v0.7.15 <- toml_edit@0.22.27 requires ^0.7.10 [optional]; v1.0.4 <- toml@1.1.4+spec-1.1.0 requires ^1.0.0 [optional], toml_edit@0.25.13+spec-1.1.0 requires ^1.0.0 [optional], toml_parser@1.1.3+spec-1.1.0 requires ^1.0.0	No - current configuration/proc-macro constraints	Keep: direct toml 1.x and upstream figment/proc-macro paths require incompatible parser generations.
all-features	x509-parser	v0.16.0,v0.18.1	metadata-only optional split	v0.16.0 <- rustls-acme@0.15.3 requires ^0.16; v0.18.1 <- rcgen@0.14.8 requires ^0.18 [optional]	No built duplicate - metadata-only optional split	Keep: Cargo metadata resolves both optional generations, but cargo tree confirms they are not simultaneously built in this configuration.
all-features	yasna	v0.5.2,v0.6.0	active duplicate	v0.5.2 <- rcgen@0.13.2 requires ^0.5.2; v0.6.0 <- rcgen@0.14.8 requires ^0.6	No - current TLS/PKI and Arti constraints	Keep: preserve both TLS backends and Arti 0.44; unification requires upstream rustls-acme/rcgen/x509/Arti convergence.
